01000000000010011100100100100001      //Signal_0: 2.152901
00111111110000010110110001100000      //Signal_1: 1.511120
11000000001110110100101001110111      //Signal_2: -2.926420
00111111000111011011110100000111      //Signal_3: 0.616166
00111111110001100001101001100101      //Signal_4: 1.547680
00111111111001010101001011100011      //Signal_5: 1.791592
10111111010101011100000100011010      //Signal_6: -0.834978
00111111111001000010101101000100      //Signal_7: 1.782570
11000000000111101111000111001111      //Signal_8: -2.483509
10111111111101001100011101111000      //Signal_9: -1.912337
00111110100000101101101111000100      //Signal_10: 0.255583
10111110100110100001011110011100      //Signal_11: -0.300961
10111111010101101011011010010111      //Signal_12: -0.838724
00111111111001001110101000000010      //Signal_13: 1.788391
00111111110000101010011101101000      //Signal_14: 1.520734
10111111100101010001100110111100      //Signal_15: -1.164848
10111111100100001100110000001010      //Signal_16: -1.131227
01000000000111101000000000011011      //Signal_17: 2.476569
00111111011111001000101100011101      //Signal_18: 0.986498
10111111011010000011001011111011      //Signal_19: -0.907028
11000000000111011110000101100010      //Signal_20: -2.466881
00111110111001000110000110100000      //Signal_21: 0.446057
10111111011111110001111010000101      //Signal_22: -0.996559
11000000000001011110010000001100      //Signal_23: -2.092044
10111110010010101111011011110010      //Signal_24: -0.198208
10111011100001101001100011110011      //Signal_25: -0.004108
00111110010011000000000010100100      //Signal_26: 0.199221
10111111100110110000101000101001      //Signal_27: -1.211248
00111110010011100111010010100110      //Signal_28: 0.201617
00111101110010001000101010000010      //Signal_29: 0.097920
10111110001011011000000100110011      //Signal_30: -0.169438
00111110001011001111111100110001      //Signal_31: 0.168942
10111111001011111000000110000010      //Signal_32: -0.685570
01000000001000101001111110101111      //Signal_33: 2.540996
00111111100001001110010001011101      //Signal_34: 1.038219
10111111110000101011001111101110      //Signal_35: -1.521116
01000000001110100101100011001011      //Signal_36: 2.911669
11000000011000001100011111000011      //Signal_37: -3.512192
10111111011001101111001100101011      //Signal_38: -0.902148
00111111110000111110000100000101      //Signal_39: 1.530305
01000000010101010111011111010111      //Signal_40: 3.335439
10111111100100010110000111001011      //Signal_41: -1.135797
01000000011111011000011000001101      //Signal_42: 3.961307
01000000001111001001011111010010      //Signal_43: 2.946766
00111111111001001011101101101111      //Signal_44: 1.786970
10111110101011101010110010011001      //Signal_45: -0.341161
00111101110001110101001111011110      //Signal_46: 0.097328
01000000010110111111001001100101      //Signal_47: 3.436670
01000000001010001110100000101011      //Signal_48: 2.639170
00111111000110011001110100100101      //Signal_49: 0.600054
00111110101101110011000011000000      //Signal_50: 0.357794
01000000001111011000111101100110      //Signal_51: 2.961877
00111111101000000111001111000110      //Signal_52: 1.253533
00111101101011101001000000001110      //Signal_53: 0.085236
00111110101101001101000110100101      //Signal_54: 0.353162
00111111100000111111111100111101      //Signal_55: 1.031227
10111111100011101101011001111011      //Signal_56: -1.115920
10111111010011010010100111111010      //Signal_57: -0.801422
10111111101111001011100000111110      //Signal_58: -1.474373
00111111001010101000001011101110      //Signal_59: 0.666060
10111110101011110001101110100001      //Signal_60: -0.342008
00111111011001110110101111110111      //Signal_61: 0.903991
11000000000100111100001011010101      //Signal_62: -2.308767
10111111101100011001110101101010      //Signal_63: -1.387616
00111111111010111000011001011100      //Signal_64: 1.840038
00111111000100111000000111000100      //Signal_65: 0.576199
01000000001100011110110100011010      //Signal_66: 2.780097
01000000000000001101001010010111      //Signal_67: 2.012853
10111100010011110101100101011101      //Signal_68: -0.012656
00111111100000000011010100011010      //Signal_69: 1.001621
10111110000100000100000000101101      //Signal_70: -0.140870
10111111000100111001101101101000      //Signal_71: -0.576590
10111111111010001000101000010000      //Signal_72: -1.816713
00111111100110100100110010010111      //Signal_73: 1.205462
00111111101011011111100010111100      //Signal_74: 1.359153
10111110110100110100111001010100      //Signal_75: -0.412707
10111110100010001100110011000001      //Signal_76: -0.267187
00111110110011110001011000011100      //Signal_77: 0.404466
00111111110010001011110000101001      //Signal_78: 1.568242
11000000000110011111001011000110      //Signal_79: -2.405443
10111110010110100011000101101001      //Signal_80: -0.213079
00111111100001011111100011110000      //Signal_81: 1.046659
00111111100010010011000010111001      //Signal_82: 1.071799
00111111110000001100010001100110      //Signal_83: 1.505994
00111111000100110011110100001001      //Signal_84: 0.575150
10111111000100100011000000100110      //Signal_85: -0.571047
10111111100010110001110000000000      //Signal_86: -1.086792
01000000001000100011010100100110      //Signal_87: 2.534494
00111111101000000010001010000010      //Signal_88: 1.251053
00111111111001011110010101001111      //Signal_89: 1.796060
01000000001010011010001100110111      //Signal_90: 2.650587
00111110011110000001101011010010      //Signal_91: 0.242290
10111111000101101110111100101011      //Signal_92: -0.589587
00111110111010100111001101010100      //Signal_93: 0.457911
00111111100110010001010111000111      //Signal_94: 1.195977
11000000010101101101101001110010      //Signal_95: -3.357083
00111111110100101110011101100101      //Signal_96: 1.647687
11000000010011010010110001111010      //Signal_97: -3.205840
10111110010101110000100100111101      //Signal_98: -0.209996
10111110110111100100111101011000      //Signal_99: -0.434199
11000000011011001101111001111010      //Signal_100: -3.701079
10111111010111011000110101001101      //Signal_101: -0.865437
00111111011100100111011011000110      //Signal_102: 0.947125
00111111110010110000000100101101      //Signal_103: 1.585973
10111111111010101101101011000101      //Signal_104: -1.834801
11000000000111110000100111110110      //Signal_105: -2.484983
01000000001001010010101110111010      //Signal_106: 2.580794
00111110001000110000011001011110      //Signal_107: 0.159204
10111111100101111100011010101110      //Signal_108: -1.185751
10111111000110010011000100110010      //Signal_109: -0.598407
10111111100101111000110111111010      //Signal_110: -1.184020
00111111000010010001111001110110      //Signal_111: 0.535621
00111111101000100010000010111101      //Signal_112: 1.266624
11000000010010001101001011100100      //Signal_113: -3.137872
11000000011011101001111110101101      //Signal_114: -3.728496
10111101101011100101100001011100      //Signal_115: -0.085129
10111111001111101110011100010110      //Signal_116: -0.745714
01000000001010101011101110011000      //Signal_117: 2.667700
10111110110110000100000010110110      //Signal_118: -0.422369
10111111000010101001001000001001      //Signal_119: -0.541291
10111111111111100111001000010010      //Signal_120: -1.987856
01000000001100100011011100100000      //Signal_121: 2.784615
01000000000001110101010000101010      //Signal_122: 2.114512
10111111001000011100000101001010      //Signal_123: -0.631856
10111111001100111011011101011110      //Signal_124: -0.702017
00111111101100100100111000101001      //Signal_125: 1.393010
11000000000100010011111011011000      //Signal_126: -2.269461
10111111010110100000010110111001      //Signal_127: -0.851650
10111111100001100010111011000000      //Signal_128: -1.048302
10111110011001110001111110111110      //Signal_129: -0.225707
01000000100110001111000010000110      //Signal_130: 4.779361
11000000000110100010101001011010      //Signal_131: -2.408835
11000000001101110110001100010111      //Signal_132: -2.865423
01000000010001101101111011010010      //Signal_133: 3.107350
10111101110101000111000111111100      //Signal_134: -0.103733
00111111100110000110100111101101      //Signal_135: 1.190733
11000000000001000000100010111000      //Signal_136: -2.063032
10111111101101000000110010100011      //Signal_137: -1.406636
00111110101000000111110011111001      //Signal_138: 0.313453
10111111010110010101100111101110      //Signal_139: -0.849028
01000000001111001000101001101000      //Signal_140: 2.945948
00111111100001010010000001001010      //Signal_141: 1.040048
10111111010111100001111110110010      //Signal_142: -0.867671
10111111101000111100111011001111      //Signal_143: -1.279749
10111111001111010100101001111011      //Signal_144: -0.739418
00111111101011000110110011100100      //Signal_145: 1.347073
00111111100100011111000101111110      //Signal_146: 1.140182
00111111110000110110010000101100      //Signal_147: 1.526495
11000000000010101010010110010110      //Signal_148: -2.166357
10111111001101101001110011011101      //Signal_149: -0.713331
01000000000010011100100111111101      //Signal_150: 2.152953
11000000001101001010101001110001      //Signal_151: -2.822903
00111111010111110001011101101100      //Signal_152: 0.871451
10111111111110010101001000101001      //Signal_153: -1.947820
00111111110011010101011100001001      //Signal_154: 1.604219
10111111000111010001001010011010      //Signal_155: -0.613565
01000000010101110010000011011001      //Signal_156: 3.361380
10111110101111101000110101111010      //Signal_157: -0.372173
00111111101000101000100110101111      //Signal_158: 1.269827
11000000000010001101010111010111      //Signal_159: -2.138052
10111111010000101101110101111111      //Signal_160: -0.761192
00111111001010100001010110010011      //Signal_161: 0.664392
11000000100110111001000000011111      //Signal_162: -4.861343
00111101001000011000011000101000      //Signal_163: 0.039435
10111111101100001010010010001000      //Signal_164: -1.380021
10111111010110010101111000010011      //Signal_165: -0.849092
00111110110000110010010100100101      //Signal_166: 0.381143
01000000011000010011010110111001      //Signal_167: 3.518904
11000000000100011111111011011100      //Signal_168: -2.281180
10111111000111111011010110111110      //Signal_169: -0.623867
10111111100010010110000010011100      //Signal_170: -1.073261
10111111010111001001011010001111      //Signal_171: -0.861672
00111111001000000011110010010001      //Signal_172: 0.625924
00111111101110110001001010001101      //Signal_173: 1.461504
00111110001000000111111001100100      //Signal_174: 0.156732
10111111111100110101000111110001      //Signal_175: -1.900938
10111111101100111011100110101011      //Signal_176: -1.404104
00111111110000101000100111001000      //Signal_177: 1.519830
10111110010110010010011011111010      //Signal_178: -0.212063
00111111001010010111100111110110      //Signal_179: 0.662017
00111111111010011110111001011100      //Signal_180: 1.827587
00111111101010011110001001000010      //Signal_181: 1.327217
11000000001110010011011000101110      //Signal_182: -2.893932
00111111110011100111110101101111      //Signal_183: 1.613203
10111111011111011001011011111111      //Signal_184: -0.990585
00111111100011110111011010110101      //Signal_185: 1.120810
10111111100101100100111001011100      //Signal_186: -1.174266
00111111000111100100000001010010      //Signal_187: 0.618169
11000000000111001100011110010110      //Signal_188: -2.449682
01000000001110111011001101100110      //Signal_189: 2.932825
11000000001100101010100000000101      //Signal_190: -2.791505
11000000001100110010101010100010      //Signal_191: -2.799477
11000000000000000101011111100111      //Signal_192: -2.005365
10111101101111101101110001110001      //Signal_193: -0.093194
00111111110100101011110100110101      //Signal_194: 1.646399
10111011001001011110100110001010      //Signal_195: -0.002532
00111111000000000010000010011001      //Signal_196: 0.500497
10111111111011101100000010111000      //Signal_197: -1.865256
10111111001010111001111110010101      //Signal_198: -0.670404
00111111011100111100101111011000      //Signal_199: 0.952329
01000000100010001111101000111110      //Signal_200: 4.280547
10111111100011000111010000011010      //Signal_201: -1.097293
11000000010000010001001100101010      //Signal_202: -3.016795
11000000000010101110010000111010      //Signal_203: -2.170180
00111111011100100001011001110110      //Signal_204: 0.945655
00111111111111111111010000100000      //Signal_205: 1.999638
01000000000111111100010111111100      //Signal_206: 2.496459
01000000000001110001000110000001      //Signal_207: 2.110443
00111111000101010011101011111111      //Signal_208: 0.582931
01000000000101010001001011111000      //Signal_209: 2.329283
00111111101011111001010001101011      //Signal_210: 1.371717
