00111111011110010010111101011101      //tanh_0 : 0.973379 
00111111011010000011101000101011      //tanh_1 : 0.907138 
10111111011111101000100010101100      //tanh_2 : -0.994273 
00111111000011000110011101100100      //tanh_3 : 0.548453 
00111111011010011101010010110110      //tanh_4 : 0.913402 
00111111011100100010100001011011      //tanh_5 : 0.945928 
10111111001011101110001000111111      //tanh_6 : -0.683140 
00111111011100011110100110011101      //tanh_7 : 0.944971 
10111111011111000111010110001010      //tanh_8 : -0.986169 
10111111011101010001000001100010      //tanh_9 : -0.957281 
00111110100000000001010011100111      //tanh_10 : 0.250159 
10111110100101011001101000110101      //tanh_11 : -0.292192 
10111111001011110110010011010110      //tanh_12 : -0.685132 
00111111011100100001001000111000      //tanh_13 : 0.945591 
00111111011010001010100011001001      //tanh_14 : 0.908825 
10111111010100101001011011001100      //tanh_15 : -0.822613 
10111111010011111011101001110010      //tanh_16 : -0.811439 
00111111011111000110100011110110      //tanh_17 : 0.985977 
00111111010000011000000001011101      //tanh_18 : 0.755865 
10111111001110000011111001101111      //tanh_19 : -0.719703 
10111111011111000101011100011100      //tanh_20 : -0.985704 
00111110110101100101100110100110      //tanh_21 : 0.418653 
10111111010000101001100011100011      //tanh_22 : -0.760145 
10111111011110000101000011110001      //tanh_23 : -0.969985 
10111110010010000101100100001011      //tanh_24 : -0.195652 
10111011100001101001100011000001      //tanh_25 : -0.004108 
00111110010010010101100010000101      //tanh_26 : 0.196627 
10111111010101100100100100100000      //tanh_27 : -0.837053 
00111110010010111011001111110110      //tanh_28 : 0.198929 
00111101110001111110011100001100      //tanh_29 : 0.097609 
10111110001010111101110011110110      //tanh_30 : -0.167835 
00111110001010110101111010011011      //tanh_31 : 0.167353 
10111111000110000101101001010110      //tanh_32 : -0.595128 
00111111011111001101011101100010      //tanh_33 : 0.987662 
00111111010001101111010110000100      //tanh_34 : 0.777184 
10111111011010001010110100100100      //tanh_35 : -0.908892 
00111111011111100111110101111000      //tanh_36 : 0.994102 
10111111011111111000101101110101      //tanh_37 : -0.998222 
10111111001101111010001110111011      //tanh_38 : -0.717342 
00111111011010010001010100000000      //tanh_39 : 0.910477 
00111111011111110101101000011010      //tanh_40 : 0.997469 
10111111010100000010000001011110      //tanh_41 : -0.812994 
00111111011111111101000010000010      //tanh_42 : 0.999275 
00111111011111101001011110011001      //tanh_43 : 0.994501 
00111111011100100000100001011000      //tanh_44 : 0.945440 
10111110101010000011001011011110      //tanh_45 : -0.328513 
00111101110001101011001101011001      //tanh_46 : 0.097022 
00111111011111110111100001111010      //tanh_47 : 0.997932 
00111111011111010110011011001111      //tanh_48 : 0.989850 
00111111000010010111111010011010      //tanh_49 : 0.537088 
00111110101011111100000011111101      //tanh_50 : 0.343269 
00111111011111101010001001001100      //tanh_51 : 0.994664 
00111111010110010110100111011001      //tanh_52 : 0.849271 
00111101101011100010010000100101      //tanh_53 : 0.085030 
00111110101011011010100010010011      //tanh_54 : 0.339177 
00111111010001100011111100010010      //tanh_55 : 0.774400 
10111111010011100101111110001000      //tanh_56 : -0.806145 
10111111001010100011001001011010      //tanh_57 : -0.664831 
10111111011001101000000100101000      //tanh_58 : -0.900408 
00111111000101010001011100000011      //tanh_59 : 0.582382 
10111110101010001001010111100100      //tanh_60 : -0.329269 
00111111001101111101111001001011      //tanh_61 : 0.718236 
10111111011110101111111000001011      //tanh_62 : -0.980439 
10111111011000011111010100001100      //tanh_63 : -0.882645 
00111111011100110110011110001100      //tanh_64 : 0.950799 
00111111000001010001011111111011      //tanh_65 : 0.519897 
00111111011111100000100110010000      //tanh_66 : 0.992333 
00111111011101110000010101001011      //tanh_67 : 0.964925 
10111100010011110101011010000111      //tanh_68 : -0.012655 
00111111010000110010010001100001      //tanh_69 : 0.762274 
10111110000011110100110111010011      //tanh_70 : -0.139945 
10111111000001010010101010101111      //tanh_71 : -0.520183 
10111111011100101101000110001000      //tanh_72 : -0.948510 
00111111010101011101011100010101      //tanh_73 : 0.835313 
00111111011000000100111001101010      //tanh_74 : 0.876197 
10111110110010000001001011010110      //tanh_75 : -0.390769 
10111110100001011010001010000100      //tanh_76 : -0.261006 
00111110110001000111110010100001      //tanh_77 : 0.383763 
00111111011010101010111111011000      //tanh_78 : 0.916746 
10111111011110111101110110011010      //tanh_79 : -0.983850 
10111110010101101111001100100000      //tanh_80 : -0.209912 
00111111010001111100111100100000      //tanh_81 : 0.780504 
00111111010010100100011001111110      //tanh_82 : 0.790138 
00111111011001111111111001100100      //tanh_83 : 0.906225 
00111111000001001110010111001100      //tanh_84 : 0.519131 
10111111000001000010000011110101      //tanh_85 : -0.516128 
10111111010010111011001101000110      //tanh_86 : -0.795704 
00111111011111001100110011011110      //tanh_87 : 0.987501 
00111111010110010011110001110011      //tanh_88 : 0.848579 
00111111011100100100011100001010      //tanh_89 : 0.946397 
00111111011111010111010111000000      //tanh_90 : 0.990078 
00111110011100110101110001110110      //tanh_91 : 0.237657 
10111111000001111001001111000011      //tanh_92 : -0.529598 
00111110110110110101010010100110      //tanh_93 : 0.428380 
00111111010101010001100110110011      //tanh_94 : 0.832423 
10111111011111110110000100011111      //tanh_95 : -0.997576 
00111111011011011011010011000011      //tanh_96 : 0.928539 
10111111011111110010100100011001      //tanh_97 : -0.996721 
10111110010100111110111000010001      //tanh_98 : -0.206963 
10111110110100010101000101110100      //tanh_99 : -0.408825 
10111111011111111011000000011010      //tanh_100 : -0.998781 
10111111001100101111010011011000      //tanh_101 : -0.699049 
00111111001111010000110011101111      //tanh_102 : 0.738479 
00111111011010110110011001001011      //tanh_103 : 0.919530 
10111111011100110100011001110001      //tanh_104 : -0.950294 
10111111011111000111100000110001      //tanh_105 : -0.986209 
00111111011111010001010011100110      //tanh_106 : 0.988600 
00111110001000011010100101001110      //tanh_107 : 0.157872 
10111111010101000100101000100100      //tanh_108 : -0.829256 
10111111000010010011000110111001      //tanh_109 : -0.535915 
10111111010101000010011010101100      //tanh_110 : -0.828715 
00111110111110101011010110000100      //tanh_111 : 0.489666 
00111111010110100101011001011000      //tanh_112 : 0.852880 
10111111011111110000100111011101      //tanh_113 : -0.996244 
10111111011111111011010001011101      //tanh_114 : -0.998846 
10111101101011011110110011011010      //tanh_115 : -0.084924 
10111111001000011111000100010011      //tanh_116 : -0.632585 
00111111011111011000101110000110      //tanh_117 : 0.990410 
10111110110011000011111111000110      //tanh_118 : -0.398924 
10111110111111001110100011101000      //tanh_119 : -0.493964 
10111111011101101001000110011110      //tanh_120 : -0.963159 
00111111011111100000111000010000      //tanh_121 : 0.992402 
00111111011110001010011000100011      //tanh_122 : 0.971285 
10111111000011110011000000101001      //tanh_123 : -0.559329 
10111111000110110000101110100010      //tanh_124 : -0.605646 
00111111011000100100001011000110      //tanh_125 : 0.883831 
10111111011110101001011001001111      //tanh_126 : -0.978856 
10111111001100010010001001011001      //tanh_127 : -0.691930 
10111111010001111111100100100010      //tanh_128 : -0.781145 
10111110011000110100011100001111      //tanh_129 : -0.221951 
00111111011111111111011010111111      //tanh_130 : 0.999859 
10111111011110111110010010110100      //tanh_131 : -0.983958 
10111111011111100101100000100010      //tanh_132 : -0.993532 
00111111011111101111101001100111      //tanh_133 : 0.996008 
10111101110100111010111110111111      //tanh_134 : -0.103363 
00111111010101001010111110110010      //tanh_135 : 0.830806 
10111111011101111101110101001100      //tanh_136 : -0.968221 
10111111011000110000001111011010      //tanh_137 : -0.886778 
00111110100110110110111001000010      //tanh_138 : 0.303576 
10111111001100001100100010100100      //tanh_139 : -0.690562 
00111111011111101001011100000010      //tanh_140 : 0.994492 
00111111010001110010010011101001      //tanh_141 : 0.777907 
10111111001100110011111110010101      //tanh_142 : -0.700189 
10111111010110110011111000110101      //tanh_143 : -0.856418 
10111111001000001111100010011000      //tanh_144 : -0.628793 
00111111010111111001010010010000      //tanh_145 : 0.873361 
00111111010100001000000101110110      //tanh_146 : 0.814475 
00111111011010001110101000100101      //tanh_147 : 0.909823 
10111111011110010101110100010110      //tanh_148 : -0.974077 
10111111000111001101110111101110      //tanh_149 : -0.612761 
00111111011110010010111110001011      //tanh_150 : 0.973382 
10111111011111100011001010100100      //tanh_151 : -0.992960 
00111111001100111011110110000110      //tanh_152 : 0.702111 
10111111011101011100110001011010      //tanh_153 : -0.960149 
00111111011011000001101111101100      //tanh_154 : 0.922301 
10111111000010111111000000001111      //tanh_155 : -0.546632 
00111111011111110110001001111011      //tanh_156 : 0.997596 
10111110101101100011011101011010      //tanh_157 : -0.355891 
00111111010110101000111101100111      //tanh_158 : 0.853751 
10111111011110001111101101111111      //tanh_159 : -0.972588 
10111111001001000100101110011011      //tanh_160 : -0.641779 
00111111000101001100111010101101      //tanh_161 : 0.581279 
10111111011111111111100000100101      //tanh_162 : -0.999880 
00111101001000010111000010111100      //tanh_163 : 0.039414 
10111111011000011000011001010100      //tanh_164 : -0.880956 
10111111001100001100101011001111      //tanh_165 : -0.690595 
00111110101110100011011011010001      //tanh_166 : 0.363699 
00111111011111111000110100000011      //tanh_167 : 0.998245 
10111111011110101011011000010100      //tanh_168 : -0.979341 
10111111000011011100011011001100      //tanh_169 : -0.553815 
10111111010010100110101001101111      //tanh_170 : -0.790687 
10111111001100100111011001011000      //tanh_171 : -0.697118 
00111111000011100010010000101001      //tanh_172 : 0.555239 
00111111011001011101111110101100      //tanh_173 : 0.897944 
00111110000111110011000100111100      //tanh_174 : 0.155461 
10111111011101001101000100111100      //tanh_175 : -0.956318 
10111111011000101110000001010011      //tanh_176 : -0.886235 
00111111011010001001111001110111      //tanh_177 : 0.908668 
10111110010101011111010001100000      //tanh_178 : -0.208940 
00111111000101000110011110000000      //tanh_179 : 0.579704 
00111111011100110001100001001011      //tanh_180 : 0.949589 
00111111010111100101101001110010      //tanh_181 : 0.868568 
10111111011111100110111110001101      //tanh_182 : -0.993890 
00111111011011000111001100100100      //tanh_183 : 0.923632 
10111111010000011111001011011000      //tanh_184 : -0.757612 
